frame,tracker_id,class_id,class_name,x_center,y_center,width,height,confidence,color,color_score,team,vx,vy,speed,direction,direction_change,x_map,y_map
0,-1,0,robot,438.0786743164063,1111.723388671875,282.7250671386719,330.2799072265625,0.9564744830131532,orange,0.1336234687298517,ball,0.0,0.0,0.0,0.0,0.0,503.67493,460.2665
0,-1,0,robot,829.8822631835938,569.1840209960938,93.0626220703125,139.12057495117188,0.9304865598678588,orange,0.08517057321884428,ball,391.80358886718744,-542.5393676757812,669.2226966617649,-0.9453481110026476,0.9453481110026476,150.0062,79.470474
0,-1,0,robot,1213.648193359375,665.8585815429688,144.0166015625,201.0111083984375,0.9135820269584656,orange,0.15758015478164733,ball,383.76593017578125,96.674560546875,395.7553029595611,0.24677570919050157,1.1921238201931492,655.4765,23.228498
0,-1,0,robot,149.58192443847656,799.1964721679688,184.18212890625,200.2152099609375,0.8739579916000366,unknown,0.00572972972972973,unknown,-1064.0662689208984,133.337890625,1072.387997756207,3.016932674513481,2.7701569653229794,72.48145,462.6716
0,-1,1,ball,724.1344604492188,790.9140625,22.791748046875,25.57763671875,0.8870062828063965,orange,0.8060200668896321,ball,574.5525360107422,-8.28240966796875,574.6122300702303,-0.014414410370566384,3.031347084884047,406.3085,301.98047
1,0,0,robot,433.9680786132813,1111.6180419921875,282.8272399902344,329.6039428710937,0.9603641629219056,orange,0.1408846924917545,ball,0.0,0.0,0.0,0.0,0.0,501.86612,460.98624
1,1,0,robot,829.9095458984375,568.8162841796875,93.42645263671876,139.3934326171875,0.9291394948959352,orange,0.08465045592705167,ball,0.0,0.0,0.0,0.0,0.0,149.19458,78.9651
1,2,0,robot,1213.6279296875,665.11962890625,144.00732421875,202.0963134765625,0.9266391396522522,orange,0.1663916391639164,ball,0.0,0.0,0.0,0.0,0.0,654.8118,22.301937
1,3,0,robot,146.59713745117188,801.5186767578125,187.39134216308597,201.9488525390625,0.9057093262672424,unknown,0.004788889775720328,unknown,0.0,0.0,0.0,0.0,0.0,74.17995,463.94913
1,4,1,ball,723.8978271484375,790.8075561523438,22.81903076171875,25.817626953125,0.8873057961463928,orange,0.7859531772575251,ball,0.0,0.0,0.0,0.0,0.0,406.04495,301.99747
2,0,0,robot,430.7234802246094,1111.6068115234375,279.28485107421875,331.968505859375,0.9551104307174684,orange,0.1537008248045947,ball,-3.244598388671932,-0.01123046875,3.244617824521224,-3.1381313857975246,3.1381313857975246,500.4806,461.56552
2,1,0,robot,829.700439453125,568.9767456054688,93.63604736328124,137.14901733398438,0.9260099530220032,orange,0.08487511563367253,ball,-0.2091064453125,0.16046142578125,0.26357802380885464,2.4870688797513614,2.4870688797513614,149.3588,79.28586
2,2,0,robot,1213.9248046875,665.0322875976562,142.83984375,202.6522216796875,0.9315643310546876,orange,0.15548737972388788,ball,0.296875,-0.08734130859375,0.3094564101967653,-0.2861293554110488,0.2861293554110488,655.0055,22.05906
2,3,0,robot,144.4727020263672,805.469482421875,182.29510498046875,202.7666015625,0.9300647974014282,unknown,0.003930119249508735,unknown,-2.1244354248046875,3.9508056640625,4.485765405073409,2.0641642660107267,2.0641642660107267,78.6727,465.35614
2,4,1,ball,723.7332763671875,791.0343627929688,23.1329345703125,25.4866943359375,0.8840729594230652,orange,0.7692307692307693,ball,-0.16455078125,0.226806640625,0.2802110130626262,2.198439580603636,2.198439580603636,406.1755,302.1589
3,0,0,robot,425.812744140625,1111.5908203125,279.00927734375,331.956298828125,0.9474748373031616,orange,0.16014596018482533,ball,-4.910736083984375,-0.0159912109375,4.910762120625824,-3.1383362875092704,0.0002049017117458085,498.38544,462.44186
3,1,0,robot,829.486572265625,568.084716796875,91.91119384765624,136.8282470703125,0.9239535927772522,orange,0.09251777634130576,ball,-0.2138671875,-0.89202880859375,0.9173083283445895,-1.806108387662519,1.9900080397657058,147.11458,78.19991
3,2,0,robot,1213.68408203125,666.1990966796875,142.6710205078125,200.228271484375,0.9236000776290894,orange,0.1483916083916084,ball,-0.24072265625,1.16680908203125,1.1913818997880838,1.774250348221661,2.0603797036327096,655.8062,23.642706
3,3,0,robot,141.55479431152344,808.744140625,182.8653564453125,201.82647705078125,0.916395366191864,unknown,0.005139858248119894,unknown,-2.91790771484375,3.274658203125,4.38606563786254,2.298648618303215,0.2344843522924882,81.71947,466.79996
3,4,1,ball,723.4117431640625,790.8828125,23.09918212890625,25.85205078125,0.8812561631202698,orange,0.782608695652174,ball,-0.321533203125,-0.15155029296875,0.35545898780412977,-2.701137751347751,1.3836079752282,405.8103,302.17865
4,0,0,robot,419.4917297363281,1109.2169189453125,279.78973388671875,331.91961669921875,0.945952534675598,orange,0.16323357947920716,ball,-6.321014404296875,-2.3739013671875,6.752083441461847,-2.7823337217386643,0.35600256577060607,494.31445,463.1999
4,1,0,robot,828.8326416015625,568.4065551757812,92.39398193359376,138.0802001953125,0.9279716610908508,orange,0.0919187145557656,ball,-0.6539306640625,0.32183837890625,0.728838291761777,2.6842368607428737,1.7928400587741935,147.21992,78.964005
4,2,0,robot,1213.922119140625,665.940673828125,142.76806640625,201.50726318359372,0.9279857277870178,orange,0.16155347929159114,ball,0.238037109375,-0.2584228515625,0.3513460340594435,-0.8264373163355774,2.6006876645572383,655.79706,23.210646
4,3,0,robot,139.4021759033203,811.1883544921875,181.4177398681641,200.2769775390625,0.9153340458869934,unknown,0.004585635359116022,unknown,-2.152618408203125,2.4442138671875,3.2569844089105846,2.2928453687090826,0.005803249594132254,83.98753,467.86188
4,4,1,ball,723.7518310546875,790.8614501953125,22.6981201171875,25.693603515625,0.8833195567131042,orange,0.7692307692307693,ball,0.340087890625,-0.0213623046875,0.34075815677885624,-0.06273165215687604,2.638406099190875,406.0071,302.06744
5,0,0,robot,411.2227478027344,1108.0205078125,282.80340576171875,329.6414794921875,0.9523040652275084,orange,0.16494271335260735,ball,-8.26898193359375,-1.1964111328125,8.355085985004434,-2.99790316220715,0.21556944046848558,490.09543,464.49432
5,1,0,robot,827.726806640625,569.3909912109375,93.01251220703124,137.4158935546875,0.9284114241600036,orange,0.09740208774821442,ball,-1.1058349609375,0.98443603515625,1.480535466696357,2.4142074015162622,0.2700294592266115,148.40164,80.839325
5,2,0,robot,1214.11083984375,665.7203369140625,143.4544677734375,201.85357666015625,0.9259436130523682,orange,0.15587183718371836,ball,0.188720703125,-0.2203369140625,0.29011008167001007,-0.8625351680643563,0.036097851728778885,655.7763,22.848185
5,3,0,robot,136.75425720214844,811.093994140625,184.45166015625,198.9486083984375,0.9200980067253112,unknown,0.004943194232029714,unknown,-2.647918701171875,-0.0943603515625,2.6495994648177956,-3.105972058756469,0.8843678797140342,82.40277,468.50302
5,4,1,ball,724.01220703125,791.1768798828125,22.5133056640625,25.39434814453125,0.8880945444107056,orange,0.8041958041958042,ball,0.2603759765625,0.3154296875,0.40901288112628337,0.880720021485522,0.943451673642398,406.5037,302.14728
6,0,0,robot,401.3634033203125,1108.522705078125,282.37646484375,331.626708984375,0.957709789276123,orange,0.17052939480960363,ball,-9.859344482421875,0.502197265625,9.872126200402013,3.090700464408109,0.1945816805643279,486.2069,466.337
6,1,0,robot,827.1961669921875,568.9552612304688,93.27728271484376,138.84912109375,0.9348157644271852,orange,0.10542309490416082,ball,-0.5306396484375,-0.43572998046875,0.6866141947070209,-2.4540931223285254,1.4148847833347986,146.89665,80.52805
6,2,0,robot,1213.451904296875,665.9476318359375,143.63720703125,201.79827880859372,0.9343443512916564,orange,0.16056221006716057,ball,-0.658935546875,0.227294921875,0.6970358932261793,2.8094304240326773,2.6112197150825525,655.376,23.428175
6,3,0,robot,132.10292053222656,814.923095703125,187.8622589111328,197.81646728515625,0.9375020265579224,unknown,0.005507199656135826,unknown,-4.651336669921875,3.8291015625,6.024695145225181,2.4528490521542743,0.7243641962688425,85.233215,470.46387
6,4,1,ball,723.80029296875,791.014892578125,22.68743896484375,25.33380126953125,0.88947594165802,orange,0.7692307692307693,ball,-0.2119140625,-0.1619873046875,0.26673480606245387,-2.4889384823373795,2.913526803356685,406.19836,302.1294
7,0,0,robot,391.6853332519531,1109.4013671875,281.8578491210937,335.68194580078125,0.9585070610046388,orange,0.1768180374722134,ball,-9.678070068359375,0.878662109375,9.717874631344293,3.0510518941232694,0.03964857028483948,482.62994,468.1997
7,1,0,robot,826.1468505859375,570.1490478515625,94.470947265625,138.22308349609375,0.933211386203766,orange,0.10175763182238667,ball,-1.04931640625,1.19378662109375,1.5893997033873661,2.291876915067961,1.5372152697830996,148.60764,82.64469
7,2,0,robot,1213.3046875,665.888671875,143.4522705078125,202.61859130859372,0.9379257559776306,orange,0.15391539153915393,ball,-0.147216796875,-0.0589599609375,0.15858455875616181,-2.76065746003716,0.7130974231097493,655.19073,23.419033
7,3,0,robot,128.06602478027344,820.182861328125,185.14065551757807,194.658935546875,0.9420658946037292,unknown,0.005789909015715467,unknown,-4.036895751953125,5.259765625,6.630359096011982,2.225406749670312,0.22744230248396224,90.339935,472.54156
7,4,1,ball,723.646728515625,791.0120849609375,22.3148193359375,25.16357421875,0.8854001760482788,orange,0.7759197324414716,ball,-0.153564453125,-0.0028076171875,0.15359011679744197,-3.123311701447534,0.6343732191101545,406.09653,302.1734
8,-1,1,ball,4.862955093383789,1091.23974609375,10.262348175048828,9.1912841796875,0.2606638371944427,unknown,0.0,ball,-89.90893816947937,37.54071044921875,97.43162784124746,2.746056368634159,2.7604707790047254,310.14777,533.6656
8,0,0,robot,380.0491943359375,1110.5458984375,282.8499755859375,336.447509765625,0.9596682786941528,orange,0.17784161458004505,ball,-11.636138916015625,1.14453125,11.692291505733161,3.043547972449139,0.007503921674130165,478.3979,470.4442
8,1,0,robot,825.5490112304688,570.4473266601562,94.308837890625,137.3729248046875,0.9352992177009584,orange,0.09573568958893584,ball,-0.59783935546875,0.29827880859375,0.6681183597263267,2.6788029926564576,0.3869260775884964,148.71132,83.34088
8,2,0,robot,1213.1453857421875,665.2261962890625,144.061279296875,203.35748291015625,0.9304178953170776,orange,0.15212780514504654,ball,-0.1593017578125,-0.6624755859375,0.681359634851806,-1.8067803165813165,0.9538771434558435,654.4662,22.651628
8,3,0,robot,119.42132568359376,825.40576171875,190.64212036132807,191.86962890625,0.9331231117248536,unknown,0.005671902268760907,unknown,-8.644699096679673,5.222900390625,10.099975790195002,2.598109859554676,0.37270310988436384,92.83979,475.70148
8,4,1,ball,723.6038208007812,791.227294921875,22.4239501953125,24.9947509765625,0.8883155584335327,orange,0.8,ball,-0.04290771484375,0.2152099609375,0.21944566361592302,1.767591875807492,1.3922817299245605,406.29324,302.293
9,0,0,robot,366.6353454589844,1110.7596435546875,280.7880249023437,335.93975830078125,0.9578293561935424,orange,0.17408066429418742,ball,-13.413848876953125,0.2137451171875,13.415551746717616,3.1256593423538748,0.08211136990473555,472.87317,472.85834
9,1,0,robot,824.655029296875,571.7865600585938,94.54559326171876,136.9996337890625,0.9391695261001588,orange,0.08774490971955436,ball,-0.89398193359375,1.3392333984375,1.6102017864486662,2.1593981733321326,0.519404819324325,150.88687,85.55278
9,2,0,robot,1212.86279296875,666.1978149414062,144.4920654296875,201.541259765625,0.93569678068161,orange,0.147002200220022,ball,-0.2825927734375,0.97161865234375,1.0118801713549797,1.8538352475426567,2.622569743055613,655.05945,24.005383
9,3,0,robot,113.60357666015624,829.032958984375,195.22537231445312,196.83740234375,0.9393276572227478,unknown,0.006070120355834641,unknown,-5.817749023437528,3.627197265625,6.855856161229303,2.5840936658244855,0.014016193730190363,94.651024,477.8205
9,4,1,ball,723.871826171875,791.0947265625,22.5538330078125,24.85626220703125,0.8877949714660645,orange,0.8363636363636363,ball,0.26800537109375,-0.132568359375,0.29900041612425526,-0.45935696525585384,2.226948841063346,406.32767,302.14795
10,0,0,robot,352.75738525390625,1110.3994140625,284.19989013671875,333.3397216796875,0.9450058937072754,orange,0.16102017510468214,ball,-13.877960205078125,-0.3602294921875,13.88263464695278,-3.1156415327884606,0.041884432037250896,466.8173,475.2659
10,1,0,robot,822.5576171875,574.4779663085938,95.97943115234376,134.19754028320312,0.9297916293144226,orange,0.08024691358024691,ball,-2.097412109375,2.69140625,3.4121555004266657,2.232787077145807,0.07338890381367458,154.92752,90.101616
10,2,0,robot,1213.3642578125,665.4818115234375,144.6588134765625,202.8013916015625,0.92162024974823,orange,0.1485986071003907,ball,0.50146484375,-0.71600341796875,0.8741440865556115,-0.9598243979439335,2.8136596454865903,654.8891,22.878033
10,3,0,robot,109.89418029785156,834.2488403320312,194.33511352539065,201.5966796875,0.9282118678092957,unknown,0.005639481473920588,unknown,-3.7093963623046733,5.21588134765625,6.4003937070704895,2.188981957776414,0.3951117080480717,99.69056,479.71
10,4,1,ball,723.6988525390625,790.9561767578125,22.6729736328125,25.04937744140625,0.8854872584342957,orange,0.7704347826086957,ball,-0.1729736328125,-0.1385498046875,0.2216211317255148,-2.466249560901383,2.006892595645529,406.0718,302.13022
11,0,0,robot,337.2008056640625,1109.806396484375,281.5868530273437,335.241943359375,0.9175261855125428,orange,0.14768709643272998,ball,-15.55657958984375,-0.593017578125,15.5678784162489,-3.10349105295202,0.012150479836440464,459.92255,477.9339
11,1,0,robot,821.087158203125,575.3676147460938,97.07098388671876,132.76260375976562,0.9104896187782288,orange,0.08541973490427099,ball,-1.470458984375,0.8896484375,1.7186401505479114,2.5974944601418932,0.36470738299608607,155.51347,91.97724
11,2,0,robot,1213.326416015625,666.6241455078125,143.154052734375,198.98486328125,0.9079424738883972,orange,0.1488913096953298,ball,-0.037841796875,1.142333984375,1.142960600129677,1.603910953702581,2.5637353516465144,655.852,24.337242
11,3,0,robot,105.47531127929688,838.876708984375,194.37643432617188,203.31756591796875,0.904456615447998,unknown,0.005530417295123178,unknown,-4.4188690185546875,4.62786865234375,6.398716407724945,2.333096388819851,0.14411443104343702,103.503044,481.63086
11,4,1,ball,723.2208251953125,790.998291015625,22.73004150390625,25.05950927734375,0.8836567401885986,orange,0.7775919732441472,ball,-0.47802734375,0.0421142578125,0.47987889314261195,3.053719429220207,0.7632163170579958,405.8078,302.29248
12,0,0,robot,321.4901123046875,1111.1156005859375,284.0969543457031,333.51922607421875,0.9283540844917296,orange,0.11910915012081101,ball,-15.710693359375,1.3092041015625,15.765148309224934,3.0584527077517563,0.12124154647580987,454.1563,480.88824
12,1,0,robot,819.6629638671875,575.8941650390625,96.60015869140624,133.69424438476562,0.9069743156433104,orange,0.07047238036621019,ball,-1.4241943359375,0.52655029296875,1.5184151993252482,2.7874607930634157,0.18996633292152243,155.3343,93.35752
12,2,0,robot,1213.1334228515625,666.364990234375,142.3525390625,200.82659912109372,0.8978915810585022,orange,0.151951510055357,ball,-0.1929931640625,-0.2591552734375,0.32312198489938815,-2.2108973731330623,2.468376980343943,655.451,24.096197
12,3,0,robot,100.10989379882812,846.4388427734375,192.1981506347656,205.28350830078125,0.9203539490699768,unknown,0.008282520325203251,unknown,-5.36541748046875,7.5621337890625,9.272193493634632,2.187877064999625,0.14521932382022573,110.59145,484.2778
12,4,1,ball,723.0880126953125,791.06298828125,22.4505615234375,24.92889404296875,0.8853124380111694,orange,0.8109090909090909,ball,-0.1328125,0.064697265625,0.14773251617569438,2.688292051522115,0.36542737769809186,405.78976,302.36386
13,-1,1,ball,97.99243927001952,892.095947265625,185.65513610839844,133.12774658203125,0.2655794024467468,unknown,0.01637157409653165,ball,18.625896835327147,-39.828759765625,43.96878594398666,-1.1333624565957385,2.4037664819496887,165.33784,492.45975
13,0,0,robot,303.8278503417969,1110.799560546875,283.1824951171875,333.5921630859375,0.8948967456817627,orange,0.09399928059076194,ball,-17.662261962890625,-0.3160400390625,17.6650892709905,-3.1237010428488214,0.10103155657900853,446.58725,483.9516
13,1,0,robot,818.2848510742188,575.665771484375,94.9615478515625,135.91339111328125,0.9018137454986572,orange,0.05820433436532508,ball,-1.37811279296875,-0.2283935546875,1.3969103356933548,-2.977356227387456,0.5183682867287143,153.52115,93.74888
13,2,0,robot,1213.131591796875,666.968994140625,142.081787109375,198.6212158203125,0.9024176597595216,orange,0.15407597097737943,ball,-0.0018310546875,0.60400390625,0.6040066816903,1.573827845398261,2.4984600886482626,655.97546,24.85754
13,3,0,robot,96.18523406982422,852.7232055664062,188.7561798095703,206.1590576171875,0.899409294128418,unknown,0.010402219140083218,unknown,-3.9246597290039062,6.28436279296875,7.409194942914851,2.1290446154817264,0.05883244951789868,116.64324,486.3099
13,4,1,ball,722.777099609375,791.1589965820312,22.61639404296875,25.204345703125,0.8829065561294556,orange,0.8017391304347826,ball,-0.3109130859375,0.09600830078125,0.3253990485943102,2.8420870201896276,0.1537949686675124,405.6897,302.50342
14,-1,0,robot,92.74192810058594,902.103271484375,173.10446166992188,120.45367431640624,0.3699690997600555,unknown,0.020472061657032754,unknown,-5.2505111694335795,10.00732421875,11.301079840419105,2.0539821182043596,3.095840732379488,174.13554,495.16696
14,0,0,robot,286.98980712890625,1109.9842529296875,283.5841369628906,332.138427734375,0.822962760925293,orange,0.06625445443746818,ball,-16.838043212890625,-0.8153076171875,16.857770485737905,-3.0932098739015146,0.030491168947306857,439.05966,486.79843
14,1,0,robot,815.2703247070312,575.58056640625,96.307861328125,136.94253540039062,0.8218634128570557,orange,0.04660888077858881,ball,-3.0145263671875,-0.085205078125,3.015730280347855,-3.1133353459772235,0.13597911858976763,150.47774,95.13364
14,2,0,robot,1213.0560302734375,666.0921630859375,143.15576171875,199.521728515625,0.8260548114776611,orange,0.1464236111111111,ball,-0.0755615234375,-0.8768310546875,0.8800808157712503,-1.6567596441477477,3.0525978176335773,655.14264,23.78636
14,3,0,robot,91.96172332763672,856.5220947265625,181.7453765869141,211.8609619140625,0.7531331181526184,unknown,0.011067131920212489,unknown,-4.2235107421875,3.79888916015625,5.680633929459446,2.4090746410387176,0.2800300255569912,119.294266,487.9491
14,4,1,ball,722.54931640625,791.1929931640625,22.78424072265625,25.26080322265625,0.8791492581367493,orange,0.8260869565217391,ball,-0.227783203125,0.03399658203125,0.23030622053190947,2.9934365450067486,0.15134952481712105,405.5785,302.5876
15,-1,1,ball,90.2062530517578,904.25390625,172.048583984375,130.534423828125,0.3374866843223572,unknown,0.02174684892597195,ball,-2.535675048828139,2.150634765625,3.324887644472289,2.4381731380989082,0.3841910198945486,175.3059,496.04428
15,0,0,robot,270.72686767578125,1109.1715087890625,280.9278259277344,332.83160400390625,0.8267121911048889,orange,0.04568625565066846,ball,-16.262939453125,-0.812744140625,16.283235326375713,-3.0916589660677483,0.001550907833766324,431.77985,489.54214
15,1,0,robot,812.387451171875,578.2841796875,96.93646240234376,136.15325927734375,0.849562406539917,orange,0.0508641600970285,ball,-2.88287353515625,2.70361328125,3.9522758752718268,2.388271674396343,0.7815782868060204,153.76549,99.96719
15,2,0,robot,1212.895263671875,666.5384521484375,143.6505126953125,199.20947265625,0.8535193800926208,orange,0.144821328866555,ball,-0.1607666015625,0.4462890625,0.4743625485692189,1.9165552912948527,2.7098703717369856,655.38617,24.42035
15,3,0,robot,88.62504577636719,863.0595703125,173.88442993164062,210.20513916015625,0.7670518755912781,unknown,0.013409961685823755,unknown,-3.3366775512695312,6.5374755859375,7.339755044814159,2.0427232122888994,0.3663514287498182,125.80084,489.82797
15,4,1,ball,722.2190551757812,791.26220703125,23.0401611328125,25.75439453125,0.8746602535247803,orange,0.7959866220735786,ball,-0.33026123046875,0.0692138671875,0.3374359787600926,2.935009371146145,0.0584271738606037,405.4381,302.7195
16,-1,0,robot,201.0998687744141,1016.2857055664062,394.6324768066406,519.5379638671875,0.267062246799469,orange,0.08109601635319777,ball,110.89361572265629,112.03179931640625,157.63412722540664,0.7905037889884089,1.6476693491104992,334.493,489.80545
16,-1,1,ball,84.30168151855469,914.844970703125,164.171630859375,123.42498779296876,0.3126438856124878,unknown,0.023800157356412274,ball,-116.7981872558594,-101.44073486328125,154.69983592705367,-2.42644858443067,3.0662329337605074,184.15724,498.887
16,0,0,robot,254.0746917724609,1109.332763671875,276.8437194824219,331.32000732421875,0.7682921886444092,unknown,0.03635229213187968,unknown,-16.65217590332034,0.1612548828125,16.65295665797379,3.1319092438353113,0.05961709727652664,424.97787,492.4738
16,1,0,robot,808.3693237304688,580.0164184570312,96.065673828125,135.8941650390625,0.8349606990814209,unknown,0.03952205882352941,unknown,-4.01812744140625,1.73223876953125,4.375614161469116,2.7345615745578264,0.34628990016148364,153.81604,104.0872
16,2,0,robot,1212.2021484375,665.5074462890625,144.4893798828125,200.42071533203125,0.848746657371521,orange,0.14483139856274185,ball,-0.693115234375,-1.031005859375,1.2423291875297358,-2.1626687535058555,2.2039612623788782,653.85516,23.426792
16,3,0,robot,83.48190307617188,867.7290649414062,164.9244384765625,218.931640625,0.7079741954803467,unknown,0.013394216133942162,unknown,-5.1431427001953125,4.66949462890625,6.946660847051383,2.404426246403804,0.36170303411490456,128.97174,491.7768
